Ad_Spend_Score,Targeting_Precision,Competitive_Intensity,Seasonality_Score,Creative_Quality,Audience_Relevance,Frequency_Score,CTR_Score,Bounce_Rate_Score,Time_on_Site_Score,Conversion_Funnel_Depth,Brand_Awareness_Score,Customer_LTV_Score,Ad_Position_Score,Device_Optimization,Geographic_Relevance,Time_of_Day_Score,Social_Engagement_Score,Ad_Fatigue_Score,Competitor_Ad_Spend_Score,ROI,Acquisition_Cost,Conversion_Rate,Clicks,Impressions,Engagement_Score,Campaign_Type,Channel_Used,Company,Language,Location,Target_Audience,Customer_Segment,Campaign_ID,Duration,Date
-0.9261632634832084,1.295207072669644,0.2750022982918108,-0.4352481970051683,1.2428268933268276,0.0658916086022399,0.3924560184705202,-0.1620621020368239,-1.4089607467920393,-0.4326595133965921,0.2688507864009919,0.583837081539059,0.2093488573346887,1.1951774115114164,-1.4921020171453638,0.7271679888921005,-0.0450441180109239,1.6651423825437814,-0.4802144341323994,-1.2094353289590587,17.817434820098093,8236.926275989408,0.1875428450930477,4254,42080,8,Display,Instagram,DataTech Solutions,Mandarin,Chicago,Women 18-24,Foodies,44148,15,2021-05-22 08:57:39.459459460
0.6980834649176682,0.7718504858067948,0.1440522315264967,-1.2463294777484246,0.2518694483180255,-0.2208542801295515,0.3440001063050359,0.8317331383481771,0.0379637282106352,-1.6292090390800535,1.4989584626675316,0.928851246050224,0.9328388923622372,-0.1904856978051058,-0.3456536566056691,-0.4166919867957354,0.0723603899083844,-0.9073809527633206,-0.2808692457976584,-2.754521628398373,19.62210924734098,16515.389349959965,0.0469782772459453,9556,4306,5,Social Media,YouTube,DataTech Solutions,Mandarin,New York,Men 35-44,Tech Enthusiasts,29670,15,2021-09-26 12:52:36.756756756
1.4205042479898549,0.4924512640081491,0.3824097461840506,0.6748194921666038,-0.8323555731042287,-0.5522230442809712,1.1890165311075518,0.2891686439078181,-1.1227220215622986,-0.6373871273065177,-0.5309969550018176,-0.0494637096524329,-0.6231405264247644,2.4553001399108942,0.1664522082130561,0.4714155563864041,-0.5554771191602547,0.6329318177555108,-0.637739984251316,-0.5707462937494763,19.37034567162324,9790.915927722524,0.1672322001577061,1909,43239,2,Email,Website,Innovate Industries,English,New York,Women 18-24,Fashionistas,11236,15,2021-05-27 20:07:55.675675676
-0.2608708012458902,-1.0907537158222465,0.2529272042131258,0.8928405543192964,-1.521442092065485,-0.3614643291634618,1.077359809862273,-0.7510268068190222,0.8158535100785161,-1.161244452480358,0.7237994164444209,0.6394280421925499,-0.5144167616565275,0.8954602236748322,0.4159226590575908,1.7634040459185218,0.9104921319436958,-0.3794792560117442,0.8372094867286812,1.6841704063406324,10.489925368502742,7765.837792059078,0.1241129233385172,3847,1192,2,Influencer,Website,DataTech Solutions,English,San Francisco,Women 25-34,Outdoor Adventurers,46950,45,2021-05-01 23:15:18.918918920
0.5065876716972757,-0.0464965811265579,-0.1210754323905538,-1.451834745168435,1.1044777038374665,0.6418790614777692,0.5775169546072118,0.4500546711851462,-0.664700905151014,0.6754908472654697,1.6772395929744568,0.9068341463729264,0.995526691674114,-0.5895789959361277,1.3655603704321777,-0.1271585968748843,-0.0814559877778794,-0.3830949211597937,0.486842068967491,1.1119533608604089,13.029861384954682,19051.177373965293,0.0312647276855682,4300,4676,1,Email,Instagram,Innovate Industries,Spanish,San Francisco,Men 18-24,Foodies,88594,45,2021-04-18 20:26:40.000000000
0.1803386906638874,0.8995613767383077,0.3142674218011834,0.0546117829100704,-0.9593549606481228,-0.5379439663331403,1.1626480586861927,-1.0182539014177283,0.6573210951195391,0.3625430910929613,0.9761386900669212,0.4133720291303957,-1.5763089967712456,-1.0859631707417063,1.0608000718059476,-1.1819955218978246,0.3947573891079933,-0.1829015674239269,-0.7012495444040763,-1.3432093905839009,19.10591844516007,19419.93823223201,0.0429696578474366,8649,28048,4,Social Media,Instagram,NexGen Systems,Spanish,Chicago,Men 25-34,Tech Enthusiasts,3466,15,2021-02-07 21:27:12.432432432
1.0391117874202689,-1.2207124259141586,-2.296180953137238,0.6012067489291149,0.6704806172412126,-1.5537587660160643,-1.1388331177807691,-0.5081401976473109,-1.4438548161335418,0.6222071440434019,1.4524675344707454,0.0005279588565972,0.32674476460232,-0.1477803188174715,-0.5505368494915835,-1.0718572330401557,0.3004743596108283,0.8178896580250287,-0.4532484090230134,-0.0757642865354598,10.53058781232232,9788.15960652981,0.0481774008452207,4217,20744,1,Display,Google Ads,TechCorp,French,New York,All Ages,Outdoor Adventurers,199521,15,2021-07-06 04:33:52.432432432
0.1222430045470662,-1.05649707062526,-0.0391440269683418,1.368094236814898,-0.8246120097650219,-0.7155129854852287,-0.9782549380604774,1.075221541181916,1.9669169625082537,-0.625916017684602,-0.0155630888702939,-0.7749628240639848,-2.954248941242031,1.0472764085594626,1.2497104201843183,-1.0588001482478198,-0.6417271436521294,1.1214992118499283,0.8634372801898786,-0.4189634455212346,14.587925286951824,17455.21390050776,0.0134641907085087,8415,32707,3,Influencer,Facebook,Innovate Industries,English,Chicago,Women 25-34,Foodies,128319,30,2021-07-21 11:50:37.837837838
-0.9766776953073548,-1.3383418253219397,-0.1514160679864266,-0.4191337935889047,-0.4861364668488323,0.1123379487323766,-1.930833600724083,0.1391684617326208,-1.2372549828746278,0.6708721945019316,0.153427380385389,1.5685339387093264,-1.5331745953623346,-0.710282037151078,-0.7146128121242966,0.4280587476511656,-1.7415696502511249,2.391873389457284,-0.624714166853275,-1.7998395353884376,8.73340362081499,2248.4641491386947,0.1484132286607065,4163,33510,3,Display,Google Ads,DataTech Solutions,Mandarin,Chicago,Men 18-24,Tech Enthusiasts,80522,30,2021-04-04 15:23:57.837837838
1.2207151954954414,0.7588477658387964,0.4815076309913054,1.6787838073868548,-0.3707705966605096,0.0520206504396197,1.2306458041780113,0.8329454428250415,-1.309731974367632,-2.16116210357171,-1.087478168112368,0.3308635310669119,-1.3859266659702465,0.5876949018678121,1.4812365916235948,-0.0723474751506713,-0.0063341404652559,0.1271739191942854,1.2983344897754168,-0.4333505550845262,23.27064108625047,10857.021813123956,0.171729313669266,3790,24736,5,Influencer,YouTube,Alpha Innovations,English,Houston,Women 35-44,Fashionistas,180300,60,2021-05-18 00:01:26.486486486
